Investigation Type,Latitude,Longitude,Aircraft Category,Make,Amateur Built,Number of Engines,Engine Type,Purpose of Flight,Weather Condition,
 Accident ,45.618611,-121.168334,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, CASA , No ,,,,, 
 Accident ,36.324723,-94.579445, Helicopter , Bell , No ,1, Turbo Shaft ,, VMC , 
 Accident ,,,, Hawker Siddely , No ,2, Turbo Jet , Business , IMC , 
 Accident ,21.307222,-158.070278,, Luscombe , No ,1, Reciprocating , Personal , VMC , 
 Accident ,21.976111,-159.338889, Helicopter , Aerospatiale , No ,1, Turbo Shaft ,, VMC , 
 Accident ,28.467223,-82.455556, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,32.366667,-97.014167, Glider , Schweizer , No ,0,, Personal , VMC , 
 Accident ,60.625556,-152.280556,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Incident ,,,, Boeing , No ,,,,, 
 Accident ,29.783333,-93.3,, Bell , No ,1, Turbo Shaft ,, VMC , 
 Accident ,33.2,-91.166667,, Air Tractor , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,36.859722,-120.464444,, Ayres , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,32.583333,-85.083333,, Mooney , No ,1, Reciprocating , Personal , VMC , 
 Accident ,34.496111,-77.533056, Airplane , Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,48.281667,-114.223611, Airplane , Aviat , No ,1, Reciprocating , Personal , VMC , 
 Accident ,42.815,-108.729723,, Cessna , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,62.490833,-149.7,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,28.228056,-82.155833,, Interplane SRO , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,38.266389,-108.1775,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,38.286944,-104.3925,, Cessna ,,2, Turbo Fan , Executive/Corporate , IMC , 
 Accident ,31.6,-90.416667,, Luscombe , No ,1, Reciprocating , Personal , VMC , 
 Accident ,36.266667,-95.783333, Helicopter , Robinson , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,33.269167,-111.811111, Airplane , Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,43.355833,-123.370556,, Mooney , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,65.306667,-157.663611,, Bellanca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,27.954722,-82.745,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,38.653611,-122.602222,, Beech , No ,2, Reciprocating , Personal , VMC , 
 Accident ,42.625278,-77.039444,, Grumman , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,59.933056,-156.649166,, Cessna , No ,1, Reciprocating ,, VMC , 
 Accident ,28.791666,-81.934722,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,34.55,-117.416667, Helicopter , Robinson , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,39.113611,-121.056389, Airplane , Aeronca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,29.316667,-95.75, Airplane , Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,29.989444,-84.395277, Airplane , Dickson , Yes ,1, Reciprocating , Flight Test , VMC , 
 Accident ,18.494722,-67.129445,, Johnson , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,32.333056,-88.751111,, Twente , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Twin Commander Acft. Corp. , No ,,, Business , VMC , 
 Accident ,,,, Boeing , No ,,,,, 
 Accident ,33.9425,-118.408056,, SAAB-SCANIA , No ,2, Turbo Prop ,, VMC , 
 Accident ,40.978334,-85.195,, Twin Commander Acft. Corp. , No ,2, Turbo Prop , Personal , VMC , 
 Incident ,41.670834,-70.280278,, Cessna , No ,2, Reciprocating , Positioning , VMC , 
 Accident ,30.367778,-89.454722,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,48.404722,-97.371111,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,33.639444,-111.056667, Airplane , Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,39.830834,-86.294444, Airplane , Gulfstream American , No ,2, Turbo Prop , Personal , VMC , 
 Accident ,37.596111,-93.348055,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,39.955,-118.764167,, Cessna , No ,1, Reciprocating ,, VMC , 
 Accident ,,,, McDonnell Douglas , No ,,,,, 
 Accident ,45.183333,1.241666,, Cessna , No ,,, Personal , IMC , 
 Accident ,45.183333,1.241666,, Cessna , No ,,, Unknown , IMC , 
 Accident ,47.165278,-114.816111,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,37.263056,-122.611389,, American , No ,1, Reciprocating , Personal , VMC , 
 Accident ,47.906944,-97.640555, Airplane , Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,33.283333,-111.75,, Cameron Balloons , No ,0,, Other Work Use , VMC , 
 Accident ,60.282223,-154.208333,, Cessna , No ,1, Reciprocating , Personal , IMC , 
 Accident ,35.395555,-80.705556,, Piper , No ,1, Reciprocating ,, VMC , 
 Accident ,26.008611,-80.237777,, Cessna , No ,2, Reciprocating , Personal , VMC , 
 Accident ,-34.266667,-68.966667,, Cessna , No ,2, Reciprocating , Public Aircraft , VMC , 
 Accident ,39.228334,-74.801111,, Air Creation , Yes ,1, Reciprocating , Instructional , VMC , 
 Accident ,39.705278,-75.032778, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,38.929723,-81.819445,, Aeronca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,39.283889,-120.333333,, Cirrus Design Corp , No ,1, Reciprocating , Personal , IMC , 
 Accident ,20.816667,-156.083333,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,41.065556,-86.181667,, Ramsey , Yes ,1, Reciprocating , Personal , IMC , 
 Accident ,30.825278,-85.800278,, Bell , No ,1, Turbo Shaft , Positioning , VMC , 
 Accident ,42.557778,-75.527778,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,32.935833,-111.426389,, Austin , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,33.582223,-117.116667,, Smith , No ,2, Reciprocating , Personal , VMC , 
 Accident ,41.602778,-82.684444, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,45.145,-93.211389, Helicopter , Robinson , No ,1, Reciprocating , Business , VMC , 
 Accident ,44.274167,-121.108056, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.938611,-86.223889,, Beech , No ,2, Reciprocating , Business , IMC , 
 Accident ,32.673334,-115.558889,, Air Tractor , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,45.145,-93.211389,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,31.327223,-92.548333,, Ercoupe , No ,1, Reciprocating , Personal , VMC , 
 Accident ,42.703333,-87.958889,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,47.104167,-122.287222,, Smuz , Yes ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Boeing ,,,,,, 
 Accident ,43.514444,-112.070278, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,33.743055,-115.235833,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Hughes , No ,1, Turbo Shaft ,, VMC , 
 Accident ,48.078056,-123.708611,, Maule , No ,1, Reciprocating , Personal , VMC , 
 Accident ,40.451667,-105.011667,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,36.247777,-120.2375, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Piper , No ,,,, IMC , 
 Accident ,,, Airplane , Bombardier , No ,2, Turbo Fan ,, VMC , 
 Incident ,-5.066667,119.216667,, McDonnell Douglas , No ,,,, IMC , 
 Accident ,33.982778,-78.347222,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,40.125,-76.3, Helicopter , Bell , No ,1, Turbo Shaft , Personal , VMC , 
 Accident ,41.951667,-86.367778, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,29.1725,-82.224167, Airplane , Grumman American , No ,1, Reciprocating , Personal , VMC , 
 Accident ,34.535,-117.476944,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,60.317223,24.963333,, Cessna , No ,,,,, 
 Accident ,33.526945,-112.295277,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Incident ,47.448889,-122.309444,, Boeing , No ,2, Turbo Fan ,, VMC , 
 Accident ,41.966667,-74.016667,, Aeronca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,39.4825,-119.768056, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,44.195277,-120.823056,, Bellanca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,39.57,-104.849166, Helicopter , Hughes , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,36.246666,-105.848333, Helicopter , Eurocopter , No ,1, Turbo Shaft , Positioning , VMC , 
 Accident ,33.623889,-101.240833, Airplane , Cessna , No ,2, Reciprocating , Business , VMC , 
 Accident ,39.123056,-94.592777,, Learjet , No ,2, Turbo Fan , Business , IMC , 
 Accident ,33.269167,-111.811111, Helicopter , Robinson , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,39.719723,-121.870556,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,60.541389,-165.087222,, de Havilland , No ,2, Turbo Prop ,, VMC , 
 Accident ,45.115556,-95.088889, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,26.920278,-81.990555, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,39.351389,-123.269445,, Beech , No ,1, Reciprocating , Business , VMC , 
 Incident ,,, Airplane , BOEING ,,,,, IMC , 
 Accident ,32.520278,-94.307778, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,34.882223,-95.783333, Airplane , Maule , No ,1, Reciprocating , Personal , VMC , 
 Accident ,34.483333,-117.825,, Piper , No ,1, Reciprocating , Glider Tow , VMC , 
 Accident ,,,, Bell , No ,,, Aerial Observation , VMC , 
 Accident ,31.778334,-98.957778,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,61.538055,-149.8, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,33.11,-98.555278, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,29.533611,-98.469723, Airplane , Sabreliner Corp. , No ,2, Turbo Jet , Executive/Corporate , VMC , 
 Accident ,29.080278,-81.046666, Airplane , Lee Harold Swarthout , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,19.455833,-115.021389,, MDHI , No ,1, Turbo Shaft ,, VMC , 
 Accident ,,,, Cessna , No ,2, Turbo Prop , Personal , IMC , 
 Accident ,46.379723,-117,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,,,,, 
 Accident ,45.688055,-121.679167,, Cirrus , No ,1, Reciprocating , Personal , IMC , 
 Accident ,33.865278,-101.737222,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,35.438055,-94.802778,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,28.377223,-10.035277,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,60.1,-159.666667,, Cessna , No ,1, Reciprocating , Public Aircraft , VMC , 
 Accident ,30.061667,-95.552778,, Bell , No ,1, Turbo Shaft , Instructional , VMC , 
 Accident ,41.0375,-81.466945,, Cessna , No ,2, Reciprocating , Personal , IMC , 
 Incident ,,,, Boeing , No ,,,,, 
 Accident ,41.788333,-111.853333, Airplane , Grumman , No ,2, Turbo Jet , Business , IMC , 
 Accident ,34.333056,-92.761389, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,40.242222,-85.395833, Airplane , Cessna , No ,2, Reciprocating , Personal , IMC , 
 Accident ,30.407222,-89.07, Helicopter , Robinson , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,32.954722,-111.766945,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,29.336944,-98.471111,, Schweizer , No ,1, Turbo Shaft , Instructional , VMC , 
 Accident ,37.585833,-112.433333,, Aero Commander , No ,1, Reciprocating , Personal , VMC , 
 Accident ,34.344444,-98.813889,, Cessna , No ,2, Turbo Jet ,, VMC , 
 Accident ,34.344444,-98.813889,, Air Tractor , No ,1, Turbo Prop , Ferry , VMC , 
 Accident ,-27.293889,28.837777,," Aerostar, S.A ", No ,2, Reciprocating , Personal ,, 
 Accident ,,,, Rotorway , No ,,, Aerial Observation , VMC , 
 Accident ,39.046111,-84.661944,, Boeing , No ,2, Turbo Fan ,, VMC , 
 Accident ,34.95,-78.516667,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,39.208333,-84.454722,, Ghiles , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,36.116667,-86.666667, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,34.124167,-117.400833, Helicopter , Robinson , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,28.767778,-81.2375,, Paul Pajak , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,38.315,-116.998055,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,34.208056,-119.096666,, SlipStream , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,26.258889,-80.173611,, Cirrus Design Corp. , No ,1, Reciprocating , Personal , IMC , 
 Accident ,33.460833,-111.728334,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,27.988611,-82.018056,, Cessna , No ,2, Reciprocating , Personal , VMC , 
 Accident ,48.674445,-123.178611,, Cessna , No ,1, Reciprocating ,, VMC , 
 Accident ,29.7,-91.333333, Airplane , BEECH , No ,2, Reciprocating , Personal , VMC , 
 Accident ,39.120834,-121.603056,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,35.133333,-96.359444,, Nolen , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,37.660278,-93.816945, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,42.898333,-72.237222,, Embraer , No ,2, Turbo Prop ,, IMC , 
 Accident ,32.826111,-116.9725,, Jimmy Hill , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,36.463611,-93.825278,, Piper , No ,2, Reciprocating , Unknown , IMC , 
 Accident ,30.345277,-81.52,, Beech , No ,2, Turbo Prop , Executive/Corporate , IMC , 
 Accident ,30.9,-84.583333,, Air Tractor , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,45.509722,-91.980556, Airplane , Piper , No ,1, Reciprocating , Personal , IMC , 
 Accident ,41.818611,-107.152778,, Beech , No ,2, Turbo Prop , Positioning , IMC , 
 Accident ,28.5925,-81.393611,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,34.629167,-86.755556,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,36.283611,-96.463333,, Myers , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,32.895277,-80.040555,, Piper , No ,2, Reciprocating , Business , VMC , 
 Accident ,31.847777,-99.314444,, Cessna , No ,1, Reciprocating , Personal , IMC , 
 Accident ,28.8375,-81.825556,, Piper , No ,1, Reciprocating , Personal , IMC , 
 Accident ,38.783611,-77.019167,, Eurocopter Deutschland , No ,2, Turbo Shaft , Positioning , VMC , 
 Accident ,34.726667,-92.224167,, Cessna , No ,1, Reciprocating , Personal , IMC , 
 Accident ,32.601389,-91.93,, Cessna , No ,1, Reciprocating , Personal , IMC , 
 Accident ,37.847222,138.550556,, Sikorsky , No ,,,, VMC , 
 Accident ,45.808611,-108.530834, Airplane , Cessna , No ,1, Reciprocating , Business , VMC , 
 Accident ,39.367778,-75.072223,, Piper , No ,2, Reciprocating , Instructional , IMC , 
 Accident ,45.425556,-84.913333, Airplane , Cessna , No ,2, Reciprocating , Business , VMC , 
 Accident ,32.581667,-97.590555, Airplane , Reinhart , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,32.141944,-111.174445, Airplane , Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,46.05,19,, Schweizer , No ,,, Personal , VMC , 
 Accident ,33.818056,-111.897777,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,35.886111,-83.977222,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Boeing , No ,2, Turbo Fan ,, IMC , 
 Accident ,22.75,-74.15,, Piper , No ,2, Reciprocating , Personal , VMC , 
 Accident ,33.818056,-111.897777,, Cessna , No ,2, Reciprocating , Personal , VMC , 
 Accident ,33.254722,-97.580556,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,34.059444,-82.2425,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,38.025556,-111.174445, Airplane , Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,32.329445,-82.635, Airplane , Champion , No ,1, Reciprocating , Personal , VMC , 
 Incident ,,,, Gulfstream American , No ,2, Turbo Jet ,, VMC , 
 Accident ,-28.940277,148.116667,, Air Tractor , No ,,, Aerial Application , VMC , 
 Accident ,33.066667,-111.716667,, Vail , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,34.990833,-80.163056,, Piper , No ,1, Reciprocating ,, VMC , 
 Accident ,34.821945,-88.8925, Helicopter , Aerospatiale , No ,1, Turbo Shaft , Positioning , IMC , 
 Accident ,33.914167,-78.438889, Airplane ," Stanley, Davey L ", Yes ,1, Reciprocating , Personal , VMC , 
 Incident ,50.401944,30.451111,, Canadair , No ,,,, VMC , 
 Accident ,41.565,-81.486111,, Aero Commander , No ,2, Turbo Prop , Business , VMC , 
 Accident ,26.747777,-81.049444, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Incident ,,,, Beech , No ,2, Turbo Prop ,, VMC , 
 Accident ,32.954722,-111.766945, Helicopter , Eurocopter France ,,2, Turbo Shaft , Instructional , VMC , 
 Accident ,33.626667,-116.159722, Airplane , Cessna , No ,2, Turbo Prop , Personal , IMC , 
 Accident ,47.653611,-118.168611, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,37.461111,-122.115,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,42.579167,-99.993055,, Cessna , No ,2, Turbo Fan , Personal , IMC , 
 Accident ,62,-146.75,, Maule , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.585555,-70.540277,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.626389,-73.883889,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,37.949722,-85.146944,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,26.136666,-80.528334,, Cessna , No ,1, Reciprocating , Positioning , IMC , 
 Accident ,34.127778,-116.407778,, Orr , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,37.766389,-86.874445,, Cessna , No ,1, Reciprocating , Personal , IMC , 
 Accident ,,,, Robinson Helicopters , No ,,, Personal , VMC , 
 Accident ,40.524445,-82.85,, Cessna , No ,1, Reciprocating , Personal , IMC , 
 Accident ,40.041111,-76.201389,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,36.345555,-117.504444,, Eurocopter France , No ,1, Turbo Shaft , Other Work Use , VMC , 
 Accident ,46.2575,-114.126667,, Aerostar , No ,2, Reciprocating , Personal , VMC , 
 Accident ,39.735555,-75.3975, Helicopter , Enstrom , No ,1, Reciprocating , Personal , VMC , 
 Accident ,42.998055,-74.329445, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,33.571945,-86.051389, Airplane , Champion , No ,1, Reciprocating , Personal , VMC , 
 Accident ,30.201944,-97.666667,, Bombardier , No ,1, Turbo Fan ,, VMC , 
 Incident ,61.174445,-149.996389,, Boeing , No ,4, Turbo Fan ,, VMC , 
 Incident ,31.735555,-93.098889,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,30.058889,-95.552778, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,35.475,-108.747222, Airplane , Piper , No ,2, Reciprocating , Personal , VMC , 
 Accident ,50.5,-116,, Robinson , No ,,, Personal , VMC , 
 Accident ,26.121111,-97.427778,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,46.521389,-90.128334,, Piper , No ,2, Reciprocating , Personal , VMC , 
 Accident ,33.379723,-104.757778,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,46.971945,-122.904444,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,32.889722,-117.246944, Ultralight , Top Dog , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,43.83,-87.841944,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,40.827778,-72.748611,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Robinson , No ,,,, VMC , 
 Accident ,43.566667,3.95,, Beech , No ,,, Unknown ,, 
 Accident ,59.753889,-154.911111, Airplane , Cessna , No ,1, Reciprocating , Positioning , VMC , 
 Accident ,21.579445,-158.197222,, Schweizer , No ,0,, Personal , VMC , 
 Accident ,47.383333,-120.211389, Airplane , Fairchild , No ,1, Reciprocating , Personal , VMC , 
 Accident ,33.688333,-112.0825,, Cessna , No ,1, Reciprocating , Flight Test , VMC , 
 Accident ,37.953333,-107.908333,, Mooney , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.738333,-72.650278,, Piper , No ,1, Reciprocating , Flight Test , VMC , 
 Accident ,47.906944,-122.273056, Airplane , Beech , No ,2, Reciprocating , Personal , VMC , 
 Accident ,38.076945,-78.944166, Airplane , Flight Design , No ,1, Reciprocating , Personal , VMC , 
 Accident ,32.138889,-94.851667,, Cessna , No ,2, Reciprocating , Personal , VMC , 
 Accident ,43.938333,-112.488611,, Christen Industries , No ,1, Reciprocating , Public Aircraft , VMC , 
 Accident ,41.883889,-91.706389,, Learjet , No ,2, Turbo Jet , Positioning , VMC , 
 Accident ,41.723889,-71.428334,, McDonnell Douglas , No ,2, Turbo Fan ,, IMC , 
 Accident ,40.665,-111.413333,, Robinson , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,33.888056,-118.023611,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,29.417223,-94.998055,, American Champion Aircraft , No ,1, Reciprocating , Personal , VMC , 
 Accident ,35.145,-106.795, Airplane , Daniels , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,35.769445,-114.663611,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,40.171667,-80.641111, Airplane ," Smith, Ted Aerostar ", No ,2, Reciprocating ,, VMC , 
 Accident ,40.788333,-111.978334,, Raytheon Aircraft Company , No ,2, Turbo Prop , Business , IMC , 
 Accident ,40.516667,-106.866667,, Arctic Aircraft Company Inc , No ,1, Reciprocating , Personal , VMC , 
 Accident ,47.907222,-122.286111, Airplane , Breit , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,41.566667,-81.488333, Airplane , Raytheon Corporate Jets , No ,2, Turbo Fan , Positioning , VMC , 
 Accident ,28.733333,-91.208333,, Bell , No ,1, Turbo Shaft ,, VMC , 
 Accident ,27.988889,-82.018611,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,33.512222,-101.649166,, Akers Douglas , Yes ,2, Reciprocating , Personal , VMC , 
 Accident ,39.556111,-104.854167,, Cessna , No ,2, Reciprocating , Instructional , VMC , 
 Accident ,36.03,-115.599444,, Aircraft Mfg & Dev. Co. (AMD) , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,33.839166,-96.81, Airplane , Ohlemeier/Stratton , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,60.905833,-162.439166, Airplane , Cessna , No ,1, Reciprocating , Positioning , VMC , 
 Accident ,32.908889,-85.957778,, Bell , No ,,, Aerial Application , VMC , 
 Accident ,,, Airplane , Short Brothers , No ,,,,, 
 Accident ,40.148333,-111.641666,, Robinson , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,65.992777,-153.704167,, Piper , No ,2, Reciprocating ,, VMC , 
 Accident ,61.083333,-156.9,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.708611,-86.250556,, Pilatus , No ,1, Turbo Prop , Executive/Corporate , VMC , 
 Accident ,33.408333,-111.4525,, Eurocopter , No ,1, Turbo Shaft , Positioning , VMC , 
 Accident ,30.444444,-89.993611,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Incident ,,,, Boeing , No ,,,,, 
 Accident ,,,, Aero Commander , No ,,, Business , VMC , 
 Accident ,34.426111,-119.840277, Airplane , Classic Aircraft Corp. , No ,1, Reciprocating , Personal , VMC , 
 Incident ,,,, Boeing , No ,,,,, 
 Accident ,37.528334,-106.046666,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,35.665556,-95.855556,, Crosley , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,34,-117.5675,, Schweizer , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,34.050278,-118.25,, Robinson , No ,1, Reciprocating , Personal , VMC , 
 Accident ,26.251111,-97.300556,, Beech , No ,2, Turbo Prop ,, VMC , 
 Accident ,39.546389,-104.843055,, Mitsubishi , No ,2, Turbo Prop ,, VMC , 
 Accident ,,,, Beech , No ,,, Business , VMC , 
 Accident ,48.178334,-103.643333, Airplane , Bellanca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,29.707222,-91.333333, Helicopter , Bell , No ,1, Turbo Shaft , Positioning , IMC , 
 Accident ,31.515556,-106.146944,, Mooney , No ,1, Reciprocating , Business ,, 
 Accident ,45.651389,-95.339722,, Piper , No ,1, Reciprocating , Personal , IMC , 
 Accident ,34.639444,-82.499722,, Diamond Aircraft , No ,1, Reciprocating , Business , IMC , 
 Accident ,30.675278,-91.114167,, Hughes , No ,1, Turbo Shaft , Other Work Use , VMC , 
 Accident ,35.986111,-114.598611,, Cessna , No ,1, Reciprocating , Other Work Use , VMC , 
 Accident ,38.733056,-77.798333,, Day , Yes ,1, Reciprocating , Flight Test , VMC , 
 Accident ,36.279167,-95.886111,, Beech , No ,2, Turbo Prop , Business , VMC , 
 Accident ,40.276667,-74.813333,, Hare , Yes ,1, Turbo Prop , Instructional , VMC , 
 Accident ,21.307222,-158.070278, Airplane , Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,31.7,-111.05, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,,, Business , VMC , 
 Accident ,35.106667,-111.681389,, Cessna , No ,2, Reciprocating ,, IMC , 
 Accident ,39.889722,-84.253333,, Piper , No ,2, Reciprocating ,, IMC , 
 Accident ,30.509722,-95.648611, Airplane , Beech , No ,1, Reciprocating , Business , VMC , 
 Accident ,43.35,-114.216667,, Cessna , No ,1, Turbo Prop ,, VMC , 
 Accident ,47.086944,-122.431389,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Gulfstream Aerospace , No ,,, Executive/Corporate , VMC , 
 Accident ,27.495,-80.368056,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,27.495,-80.368056,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,34.173056,-91.935555,, Dassault-Breguet , No ,2, Turbo Fan , Business , IMC , 
 Accident ,47.493055,-122.215833,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Incident ,61.174445,-149.996389,, Boeing , No ,4, Turbo Fan ,, VMC , 
 Accident ,30.55,-90.4,, Piper , No ,1, Reciprocating , Personal , IMC , 
