Investigation Type,Latitude,Longitude,Aircraft Category,Make,Amateur Built,Number of Engines,Engine Type,Purpose of Flight,Weather Condition,
 Accident ,45.672778,-121.536389, Glider , Schweizer , No ,0,, Unknown , VMC , 
 Accident ,58.776667,-158.444444,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,34.165556,-111.721667,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.351944,-89.153056,, Good , Yes ,1, Reciprocating , Air Race/Show , VMC , 
 Accident ,41.351944,-89.153056,, Turner , Yes ,1, Reciprocating , Air Race/Show , VMC , 
 Accident ,37.538611,-122.188055,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,42.684166,-123.930278,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,39.7175,-86.301944, Helicopter , McFarland , Yes ,1, Reciprocating , Instructional , VMC , 
 Accident ,42.493055,-114.23, Airplane , Schweizer , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,38.945,-77.456667,, Boeing , No ,2, Turbo Fan ,, VMC , 
 Accident ,40.072778,-77.195277, Glider , Eiriavion Oy , No ,0,, Personal , VMC , 
 Accident ,42.584166,-70.916389, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,43.220278,-77.800556, Airplane , Taylorcraft , No ,1, Reciprocating , Personal , VMC , 
 Accident ,36.71,-78.848055, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,40.821945,-72.866945, Helicopter , Rotorway , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,47.95,-97.183333, Helicopter , Schweizer , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,39.486389,-109.157222,, Bell , No ,1, Turbo Shaft ,, VMC , 
 Accident ,38.485,-78.945277, Airplane , Ercoupe (Eng & Research Corp.) , No ,1, Reciprocating , Personal , VMC , 
 Accident ,38.773611,-87.609167,, Piper , No ,1, Reciprocating , Glider Tow , VMC , 
 Accident ,,,, Boeing , No ,,,, IMC , 
 Incident ,,,, Boeing , No ,,,,, 
 Accident ,37.910278,-85.316389,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,61.256111,-150.100278, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,33.121945,-96.792222, Balloon , Lindstrand Balloons , No ,0,, Other Work Use , VMC , 
 Accident ,42.034444,-110.951389, Airplane , Grumman-Schweizer , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,46.814444,-67.958056, Airplane , Theordore Jankowski , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,37.384722,-105.851389, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Incident ,,,, Raytheon Corporate Jets ,,2, Turbo Fan , Positioning ,, 
 Accident ,37.962222,-78.670556,, Raytheon Aircraft Company , No ,1, Reciprocating , Business ,, 
 Accident ,42.268056,-79.481667,, Taylorcraft , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,32.374723,-87.1025,, Ayres , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,61.455,-148.75,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,35.253333,-81.606667, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Incident ,,,, Boeing , No ,,,,, 
 Accident ,39.187222,-94.721667,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,27.922223,-82.459166,, Beech , No ,2, Turbo Prop , Other Work Use , VMC , 
 Accident ,34.518056,-98.325556, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,37.141667,-106.271389, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.140833,-96.243611, Balloon ," Head Balloons, Inc. ", No ,0,, Personal , VMC , 
 Accident ,34.2,-119.083333,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,38.813333,-106.117223, Glider , Rolladen-Schneider Gmbh , No ,0,, Personal , VMC , 
 Accident ,35.160556,-77.364722, Airplane , Kearn , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,34.442222,-91.675834,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,39.768611,-101.804722, Airplane , Brent W. Brown , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,31.789444,-98.953889, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,33.298611,-111.915278, Airplane , Aircraft Mfg & Dev. Co. (AMD) , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,35.138333,-111.671111, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,38.944722,-140.576945, Airplane , Malott , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,39.212222,-82.229445, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,33.942222,-96.394444, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,29.506111,-98.792222, Glider , Caproni Vizzola Cos. Aero. , No ,0,, Personal , VMC , 
 Incident ,39.851667,-104.666667,, McDonnell Douglas , No ,2, Turbo Fan ,, VMC , 
 Accident ,47.423334,-98.106389, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,23.083333,-147.433333,, Piper , No ,,, Ferry , VMC , 
 Accident ,36.190277,-86.699722,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,30.376389,-86.911111,, Fairchild Hiller , No ,1, Turbo Shaft , Instructional , VMC , 
 Accident ,30.153333,-95.321945, Helicopter , Campbell W/Smiley J , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,36.732223,-119.819723, Airplane , Mooney , No ,1, Reciprocating , Personal , VMC , 
 Incident ,,,, Boeing , No ,,,, VMC , 
 Accident ,34.848055,-112.418611,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,40.234444,-111.758889,, LCIV LLC , Yes ,1, Turbo Prop , Business , VMC , 
 Accident ,47.45,-115.683333,, Cessna , No ,1, Reciprocating ,, IMC , 
 Accident ,42.447222,-84.077222,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,40.777223,-73.8725,, Boeing , No ,2, Turbo Fan ,, VMC , 
 Accident ,39.192222,-119.734444,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,39.448889,-119.781111,, Beech , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,38.749166,-121.008333,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,,,, Robinson , No ,,,, VMC , 
 Accident ,,, Airplane , Boeing , No ,,,,, 
 Accident ,36.156111,-81.891389, Airplane , Mooney , No ,1, Reciprocating , Personal , VMC , 
 Incident ,42.717223,-71.123334,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,42.259722,-84.459444, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,35.951944,-91.049166, Airplane , Air Tractor , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,44.188889,-70.232778, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Incident ,,,, Bell , No ,1, Turbo Shaft ,, VMC , 
 Accident ,36.240555,-90.953056,, McClung , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,41.519723,-87.399444,, Schweizer , No ,1, Reciprocating , Public Aircraft , VMC , 
 Accident ,40.141666,-111.981945, Airplane , Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,38.12,-87.656944,, Aviat , No ,1, Reciprocating , Personal , VMC , 
 Accident ,45.271667,-111.648611,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.178056,-78.898611,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,12.966667,77.55,, Bell , No ,,, Unknown ,, 
 Accident ,,, Airplane , McDonnell Douglas , No ,,,,, 
 Accident ,32.818611,-116.763889, Airplane , Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,41.0175,-13.328611,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,30.336389,-81.514444,, Cessna , No ,2, Reciprocating , Personal , VMC , 
 Accident ,36.681945,-121.762222,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,35.04,-106.61, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,42.633333,-113.1, Airplane , North American , No ,1, Reciprocating , Ferry , VMC , 
 Accident ,28.720556,-96.928611, Airplane , Air Tractor , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,37.933333,-121.783333,, Aviat Aircraft Inc , No ,1, Reciprocating , Personal , VMC , 
 Accident ,61.416389,-149.507222,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,38.731389,-77.5225,, Dornier , No ,2, Turbo Fan , Positioning , VMC , 
 Accident ,38.801389,-123.530278, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,34.485277,-117.832778, Glider , Burkhart Grob Flugzeugbau , No ,0,, Instructional , VMC , 
 Accident ,35.768889,-115.338056, Airplane , Cessna , No ,1, Reciprocating , Skydiving , VMC , 
 Accident ,35.106389,-97.968056, Airplane , Grumman , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,34.545277,-94.202778, Airplane , Piper , No ,2, Reciprocating , Personal , VMC , 
 Incident ,,,, Boeing , No ,2, Turbo Fan ,,, 
 Accident ,44.324723,-93.310833,, Piper , No ,2, Reciprocating , Personal , VMC , 
 Accident ,47.863889,-95.526945,, Allied Ag Cat Productions , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,45.710556,-108.749166,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.453333,-74.273334,, Howe/Wilmer , Yes ,1, Reciprocating , Personal , IMC , 
 Accident ,41.320556,-72.052222,, Gates Learjet , No ,2, Turbo Fan ,, IMC , 
 Accident ,59.801944,-147.893055,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,44.213611,-114.933056, Airplane , Cessna , No ,1, Reciprocating , Business , VMC , 
 Accident ,42.98,-116.096666, Airplane , Ayres , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,48.196944,-123.326389,, de Havilland , No ,1, Turbo Prop ,, IMC , 
 Accident ,31.866667,-101.483333, Airplane , Air Tractor , No ,1, Reciprocating , Flight Test , VMC , 
 Accident ,33.4,-149.65,, Beech , No ,,, Unknown ,, 
 Accident ,34.433611,-100.286111, Airplane , Ayres , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,38.408889,-97.235833, Airplane , Grumman , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,39.916667,-74.683333,, Weatherly , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,39.676667,-74.228611,, Piper , No ,1, Reciprocating , Personal , IMC , 
 Accident ,58.564167,-134.533056, Helicopter , Bell , No ,1, Turbo Shaft ,, VMC , 
 Accident ,41.433056,-100.483889, Helicopter , Robinson , No ,1, Reciprocating , Personal , VMC , 
 Accident ,28.289722,-81.437222, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,34.328334,-92.350833, Helicopter , Bell , No ,1, Turbo Shaft , Unknown , VMC , 
 Accident ,38.944444,-77.455556,, Embraer , No ,2, Turbo Fan ,, VMC , 
 Accident ,45.246944,-122.77,, Cessna , No ,1, Reciprocating , Public Aircraft - Federal , VMC , 
 Accident ,,,, Cessna , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,38.934444,-77.007778,, Eurocopter , No ,2, Turbo Shaft ,, VMC , 
 Accident ,39.000278,-119.751111,, Hunter , Yes ,1, Reciprocating , Personal , VMC , 
 Incident ,29.041389,-89.855278,, Bell , No ,1, Turbo Shaft , Positioning , VMC , 
 Accident ,39.078056,-77.5575, Airplane , Flight Design , No ,1, Reciprocating , Business , VMC , 
 Accident ,40.869445,-111.927223, Airplane , Grumman , No ,1, Reciprocating , Personal , VMC , 
 Accident ,34.940555,-110.138333, Airplane , Waco Classic Aircraft Corp. , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Air Tractor , No ,1,, Firefighting , IMC , 
 Accident ,,,, Schweizer , No ,,, Public Aircraft - Federal , VMC , 
 Accident ,39.708056,-77.729445,, Classic Aircraft Corp. , No ,1, Reciprocating , Business , VMC , 
 Accident ,36.688055,-78.054444, Airplane , Boeing , No ,1, Reciprocating , Personal , VMC , 
 Accident ,33.970278,-86.086666, Airplane , Bellanca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,35.806389,-91.153333, Airplane , Air Tractor , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,43.421945,-88.127778, Airplane , STYS , No ,1, Reciprocating , Personal , VMC , 
 Accident ,35.616945,-106.089166, Airplane , Cessna , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,62.122223,-151.235555,, Robinson , No ,1, Reciprocating ,, VMC , 
 Accident ,42.366945,-107.551389,, Garlick Helicopters Inc , No ,1, Turbo Shaft , Aerial Observation , VMC , 
 Accident ,41.374167,-74.343055,, Eurocopter , No ,1, Turbo Shaft , Personal , VMC , 
 Accident ,41.233333,-75.616667, Airplane , Maule , No ,1, Reciprocating , Personal , VMC , 
 Accident ,40.617223,-74.244444, Airplane , Christen Industries , No ,1, Reciprocating , Personal , VMC , 
 Accident ,33.863056,-98.495, Airplane , Mooney , No ,1, Reciprocating , Personal , VMC , 
 Accident ,44.9525,-68.674445, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,20.896666,-156.486666, Helicopter , Robinson , No ,1, Reciprocating , Personal , VMC , 
 Accident ,43.389444,-70.704722, Helicopter , Robinson , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,61.7775,-149.399166, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.029723,-80.958333,, Hughes , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Robinson , No ,1, Reciprocating , Personal , VMC , 
 Accident ,34.256667,-111.339166,, Diamond Aircraft Industries , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.017223,-72.559722,, Hughes , No ,1, Turbo Shaft , Personal , VMC , 
 Accident ,40.130556,-80.096111,, Schweizer , No ,0,, Personal , VMC , 
 Accident ,41.392777,-70.614167,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,42.542777,-83.177778,, Beech , No ,1, Reciprocating , Unknown , VMC , 
 Accident ,42.517222,-123.391111, Airplane , Taplin , Yes ,1, Reciprocating , Personal , VMC , 
 Incident ,,, Airplane , AIRBUS ,,2, Turbo Fan ,,, 
 Accident ,39.163611,-122.048055, Glider , Schleicher , No ,0,, Personal , VMC , 
 Accident ,35.268889,-82.639722, Airplane , Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,40.686944,-121.619445,, Cessna , No ,1, Reciprocating , Personal , IMC , 
 Accident ,33.133333,-97.291389, Airplane , Taylorcraft , No ,1, Reciprocating , Personal , VMC , 
 Accident ,34.24,-80.235555,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,35.385833,-80.705278,, Hughes , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,34.107778,-109.360278,, Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,34.200556,-119.200556,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,28.941666,-96.536944,, Aviat , No ,1, Reciprocating , Personal , VMC , 
 Accident ,61.683333,-150.083333, Airplane , Grumman , No ,2, Reciprocating , Personal , VMC , 
 Accident ,43.054167,-83.807778,, Maule , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Cessna , No ,,, Unknown , VMC , 
 Accident ,44.365,-83.7625,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,27.456389,-81.3425,, Tecnam , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,61.213611,-149.844444, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.704444,-73.736111, Airplane , Espinal , Yes ,1, Turbo Jet , Personal , VMC , 
 Accident ,33.423056,-112.688055, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,35.369167,-90.750278, Glider , Allstar PZL , No ,0,, Personal , VMC , 
 Accident ,37.825,-75.997777, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,23.55,-75.883333,, Israel Aircraft Industries , No ,,,, VMC , 
 Accident ,39.830556,-86.294166, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,36.069167,-91.824723, Airplane , Maule , No ,1, Reciprocating , Personal , VMC , 
 Accident ,35.650556,-88.373889, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,43.5725,-71.418889, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,26.000833,-80.237777, Airplane , Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,41.425278,-88.418611, Airplane , Miller , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,60.528889,-150.72, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,36.422778,-121.343889, Helicopter , Bell , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,35.147222,-81.511667,, Mooney , No ,1, Reciprocating , Personal , VMC , 
 Incident ,29.959167,-81.339722,, Cessna , No ,1, Reciprocating , Ferry , VMC , 
 Accident ,33.561389,-102.373056,, Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,58.45,-154.066667,, de Havilland , No ,1, Turbo Prop ,, VMC , 
 Accident ,37.377223,-79.709722, Balloon , Cameron Balloons , No ,0,, Other Work Use , VMC , 
 Accident ,48.4575,-113.990277, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,27.966945,-81.599722,, Boeing , No ,1, Reciprocating , Personal , VMC , 
 Accident ,37.554167,126.783333,, Cessna , No ,,, Personal , VMC , 
 Accident ,,-97.977223, Airplane , Cessna , No ,1, Reciprocating , Ferry , VMC , 
 Accident ,35.951111,-85.084722, Airplane , Ercoupe , No ,1, Reciprocating , Personal , VMC , 
 Accident ,30.238889,-92.670556,, Boeing , No ,1, Reciprocating , Personal , VMC , 
 Accident ,33.891666,-97.168334, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,46.254444,-114.125556, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,38.030556,-120.414444, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,34.146944,-97.1225, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,42.673056,-98.226945, Airplane , Cirrus Design Corp. , No ,1, Reciprocating , Personal , VMC , 
 Accident ,47.356389,-122.795, Airplane , Ercoupe (Eng & Research Corp.) , No ,1, Reciprocating , Personal , VMC , 
 Accident ,45.582778,-123.052778, Helicopter , Hughes , No ,1, Turbo Shaft , Instructional , VMC , 
 Accident ,27.036389,-80.44, Helicopter , Robinson , No ,1, Reciprocating , Personal , VMC , 
 Accident ,29.669167,-95.064167, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,58.962778,-156.932223,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,61.372778,-150.260556,, Helio , No ,1, Reciprocating , Personal , VMC , 
 Accident ,33.757222,-91.541111, Airplane , Ayres , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,39.333333,-119.75, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,36.986389,-120.112778, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,35.877223,-86.3775, Airplane , Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,27.652778,-97.525, Airplane , Mahoney , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,32.157777,-111.188889, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,40.514722,-122.3,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,45.753333,-122.566667,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,39.803333,-121.864444,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Incident ,64.8,-147.85,, McDonnell Douglas , No ,2, Turbo Fan ,, VMC , 
 Accident ,26.593055,-80.085,, Mooney , No ,1, Reciprocating , Personal , VMC , 
 Accident ,30.003333,-83.493333, Airplane , Rockwell International , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,33.482778,-90.985555, Airplane , Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,34.219167,-91.313889, Airplane , Grumman , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,34.219167,-91.313889, Airplane , Ayres , No ,1, Turbo Prop , Aerial Application , VMC , 
 Accident ,42.160278,-121.716667, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Incident ,45.588611,-122.5975,, Boeing , No ,2, Turbo Fan ,, VMC , 
 Accident ,35.040277,-106.609167, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,31.881111,-106.704722,, Aerospatiale , No ,1, Turbo Shaft , Instructional , VMC , 
 Accident ,29.311389,-81.113889, Airplane , Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,35.880556,-86.380556, Airplane , Cessna , No ,2, Turbo Fan , Business , VMC , 
 Accident ,37,-121,, Grumman , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,43.5325,-116.229445,, Schweizer , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,34.515278,-117.761944,, Schlitter , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,46.168611,-109.888333, Airplane , Helmer , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,33.638889,-95.4625, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,33.818611,-118.152222, Airplane , Cessna , No ,2, Reciprocating , Personal , VMC , 
 Accident ,46.418611,-105.886666, Airplane , Harold Vander , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,39.570278,-104.849444, Airplane , Aviat , No ,1, Reciprocating , Personal , VMC , 
 Accident ,38.227778,-85.663611, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,33.313889,-84.7725,, Taylor , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,26.204167,-80.209166,, Cessna , No ,2, Reciprocating , Executive/Corporate , VMC , 
 Accident ,60.904722,-161.422223, Airplane , Cessna , No ,1, Reciprocating ,, VMC , 
 Accident ,39.138333,-78.12,, Embraer , No ,2, Turbo Fan ,, IMC , 
 Accident ,30.679723,-97.672778, Airplane , Bellanca , No ,1, Reciprocating , Personal , VMC , 
 Accident ,42.797222,-88.3725,, Robinson , No ,1, Reciprocating , Business , VMC , 
 Accident ,42.364444,-71.005278,, Embraer , No ,2, Turbo Fan ,, IMC , 
 Accident ,27.713611,-106.354444,, Piper , No ,1, Reciprocating , Business , VMC , 
 Accident ,34.109444,-84.156389,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,38.955556,-94.371389, Helicopter , Schweizer , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,37.425,-89.036666, Airplane , Piper , No ,2, Reciprocating , Business , VMC , 
 Accident ,28.813611,-81.791389,, Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,31.031111,-121.693889, Airplane , Grumman , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,40.038889,-79.014444,, Bulmer , Yes ,1, Reciprocating , Positioning , VMC , 
 Accident ,33.733611,-79.521667,, Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,32.76,-85.693055,, Piper , No ,2, Reciprocating , Business , IMC , 
 Accident ,40.570278,-75.488055, Airplane , Cessna , No ,2, Reciprocating , Personal , VMC , 
 Accident ,29.573056,-95.801667, Helicopter , Bell , No ,1, Reciprocating , Aerial Application , VMC , 
 Accident ,55.359167,-154.117223, Airplane , Piper , No ,1, Reciprocating , Business , VMC , 
 Accident ,32.475,-92.126389, Helicopter , Robinson , No ,1, Reciprocating , Executive/Corporate , VMC , 
 Accident ,18.033333,-65.9,, Piper , No ,2, Reciprocating , Personal , IMC , 
 Accident ,62.5675,-150.235833, Airplane , Lanford , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,37.434722,-105.851389, Airplane , Aviat Inc , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.516111,-110.407778, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,24.732223,-81.036389,, Cessna , No ,2, Reciprocating , Executive/Corporate , VMC , 
 Accident ,27.603056,-97.751667,, Beech , No ,1, Reciprocating , Flight Test , VMC , 
 Accident ,32.815556,-117.143889,, McKenzie , Yes ,1, Turbo Prop , Personal , VMC , 
 Accident ,33.5525,-102.3725, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.771945,-88.475556, Airplane , Helmetag , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,34.275833,-110.009167,, Boeing Stearman , No ,1, Reciprocating , Personal , VMC , 
 Accident ,42.324723,-88.074167, Airplane , Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,41.165278,-80.5025, Airplane , Quicksilver , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,31.908333,-111.122223, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,44.52,-109.023611, Airplane , Piper , No ,1, Reciprocating , Business , VMC , 
 Accident ,61.811944,-147.506944, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,36.78,-76.448889, Helicopter , Helo Werks , No ,1, Turbo Shaft , Flight Test , VMC , 
 Accident ,40.836666,-76.552222, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,31.841111,-99.403611, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,,,, Boeing , No ,,,, VMC , 
 Accident ,47.774167,-116.819723, Airplane , Rupp , Yes ,2, Reciprocating , Personal , VMC , 
 Accident ,41.383889,-72.505833, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,28.9775,-91.469723,, Eurocopter , No ,1, Turbo Shaft ,, VMC , 
 Accident ,34.688055,-87.651667, Airplane , Cessna , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,35.259444,-113.938055, Airplane , Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,48.133333,-122.683333, Airplane , Cessna , No ,1, Reciprocating , Personal , VMC , 
 Accident ,48.120278,-123.499722, Airplane , Murphy Aircraft , Yes ,1, Reciprocating , Personal , VMC , 
 Accident ,40.857222,-73.174445,, Schweizer , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,33.433333,-117.25,, Bell , No ,1, Turbo Shaft , Aerial Application , VMC , 
 Accident ,29.080278,-81.046666,, Christopher Norris , Yes ,1, Reciprocating , Personal , VMC , 
 Incident ,40.851111,-96.759167,, Corporate Jets Limited , No ,2, Turbo Fan , Flight Test , VMC , 
 Accident ,36.806944,-117.781667, Airplane , Indus Aviation , No ,1, Reciprocating , Personal , VMC , 
 Accident ,36.906111,-94.012778, Airplane , Bangham , Yes ,1, Reciprocating , Personal , VMC , 
 Incident ,,,, Boeing ,,,,,, 
 Incident ,,,, Boeing , No ,,,,, 
 Accident ,50.55,8.433333,, Beech , No ,1, Reciprocating , Personal , VMC , 
 Accident ,40.093889,-108.762778, Airplane , Piper , No ,1, Reciprocating , Instructional , VMC , 
 Accident ,38.030278,-120.414444, Airplane , Piper , No ,1, Reciprocating , Personal , VMC , 
 Accident ,41.036944,-82.217223,, Hughes , No ,1, Reciprocating , Personal , VMC , 
 Accident ,33.922778,-113.181111,, Schweizer , No ,0,, Personal , VMC , 
 Accident ,,, Airplane , AIRBUS , No ,2, Turbo Fan ,, IMC , 
 Accident ,42.971389,-113.350556, Airplane , Cessna , No ,1, Reciprocating , Aerial Observation , VMC , 
